Title Author Important biographical detailsI,Main Character Secondary characters Minor characters,Setting Time and place,Plot Point of view Narrative structure,Theme(s) What is the author's 'mission'?,Symbolism and striking literary devices
"Title: ""The Lorry Driver's Tale"" Author: Chris Cleave",,,,,
,,,,,
